,pattern,mean,std,mean-2std,mean+2std
75,2.36.2,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
318,0.10.1423,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
609,0.11.2406,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
159,0.71.8,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
960,0.11.2786,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
600,0.11.1954,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
82,0.11.2007,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
780,0.11.4526,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
779,0.66.4,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
85,4.7.1605,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
315,0.11.3342,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
84,0.66.3,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
8,0.11.3827,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
81,0.11.3391,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
872,0.45.7,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
388,2.35.5,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
641,2.40.5,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
803,0.11.2716,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
582,0.11.3242,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
687,3.18.2,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
325,0.11.4073,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
712,2.35.3,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
565,0.40.3,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
563,0.11.1555,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
841,0.66.8,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
828,0.11.4390,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
968,0.10.1103,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
303,4.18.0,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
603,2.13.3,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
157,0.11.1991,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
853,0.11.2409,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
78,0.69.0,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
138,0.50.6,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
133,0.10.1061,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
397,3.34.3,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
203,1.39.0,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
193,1.22.9,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
743,0.93.5,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
459,1.63.0,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
475,3.12.1,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
997,6.48.0,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
241,0.11.3374,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
425,0.11.4387,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
59,1.24.4,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
731,9.38.1,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
215,2.0.2998,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
398,0.10.1223,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
992,0.71.9,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
319,0.11.1714,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
546,1.20.4,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
44,0.11.2247,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
821,0.11.3959,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
967,0.10.328,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
659,0.11.3523,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
103,1.29.108,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
701,0.11.3718,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
442,1.14.9,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
535,0.10.1088,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
31,1.25.2,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
890,2.0.2997,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
236,1.13.6,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
958,1.48.1,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
187,0.11.3548,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
786,0.34.5,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
348,0.11.1547,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
502,1.80.0,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
191,0.21.0,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
181,0.10.777,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
338,0.11.3227,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
345,0.10.1162,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
910,0.11.1712,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
65,1.19.7,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
607,1.54.2,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
290,0.11.5326,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
288,0.11.2412,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
382,0.51.5,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
817,0.11.4137,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
533,1.23.7,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
284,0.11.3052,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
15,0.44.4,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
831,3.12.3,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
122,1.16.3,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
547,2.5.0.dev20210613,0.5,0.5,-0.5,1.5
949,2.2.0.dev20200324,0.5,0.5,-0.5,1.5
167,2.9.0.dev20220823,0.5,0.5,-0.5,1.5
622,2.9.0.dev20220831,0.5,0.5,-0.5,1.5
375,2.5.0.dev20210802,0.5,0.5,-0.5,1.5
954,2.7.0.dev20220203,0.5,0.5,-0.5,1.5
13,2.12.0.dev20230331,0.5,0.5,-0.5,1.5
21,2.14.0.dev20230603,0.5,0.5,-0.5,1.5
417,2.5.0.dev20211106,0.5,0.5,-0.5,1.5
840,2.7.0.dev20211223,0.5,0.5,-0.5,1.5
480,2.7.0.dev20220111,0.5,0.5,-0.5,1.5
596,2.13.0.dev20230422,0.5,0.5,-0.5,1.5
777,2.11.0.dev20230312,0.5,0.5,-0.5,1.5
932,2.3.0.dev20201213,0.5,0.5,-0.5,1.5
230,0.4.1.dev20221008,0.5,0.5,-0.5,1.5
517,2.8.0.dev20220427,0.5,0.5,-0.5,1.5
80,2.4.0.dev20210513,0.5,0.5,-0.5,1.5
530,2.14.0.dev20230628,0.5,0.5,-0.5,1.5
862,0.4.1.dev20220930,0.5,0.5,-0.5,1.5
859,2.11.0.dev20221219,0.5,0.5,-0.5,1.5
544,2.4.0.dev20210308,0.5,0.5,-0.5,1.5
488,2.11.0.dev20221215,0.5,0.5,-0.5,1.5
341,2.4.0.dev20210115,0.5,0.5,-0.5,1.5
387,2.11.0.dev20230323,0.5,0.5,-0.5,1.5
889,2.2.0.dev20200404,0.5,0.5,-0.5,1.5
684,2.2.0.dev20200321,0.5,0.5,-0.5,1.5
605,2.5.0.dev20210704,0.5,0.5,-0.5,1.5
672,2.12.0.dev20230513,0.5,0.5,-0.5,1.5
134,2.10.0.dev20221111,0.5,0.5,-0.5,1.5
128,2.11.0.dev20230225,0.5,0.5,-0.5,1.5
277,2.9.0.dev20220730,0.5,0.5,-0.5,1.5
404,2.11.0.dev20230328,0.5,0.5,-0.5,1.5
242,2.8.0.dev20220304,0.5,0.5,-0.5,1.5
558,2.3.0.dev20201009,0.5,0.5,-0.5,1.5
96,2.9.0.dev20220704,0.5,0.5,-0.5,1.5
219,0.0.7.dev20210315,0.5,0.5,-0.5,1.5
189,2.14.0.dev20230525,0.5,0.5,-0.5,1.5
630,2.7.0.dev20220106,0.5,0.5,-0.5,1.5
256,2.8.0.dev20220322,0.5,0.5,-0.5,1.5
163,2.9.0.dev20220611,0.5,0.5,-0.5,1.5
432,2.11.0.dev20230321,0.5,0.5,-0.5,1.5
822,0.6.0.dev20230108,0.5,0.5,-0.5,1.5
823,2.10.0.dev20221021,0.5,0.5,-0.5,1.5
110,0.5.0.dev20221120,0.5,0.5,-0.5,1.5
415,0.8.0.dev20230409,0.5,0.5,-0.5,1.5
604,2.13.0.dev20230310,0.5,0.5,-0.5,1.5
97,0.10.0.dev20230611,0.5,0.5,-0.5,1.5
161,20.7.0,0.89,0.31288975694324034,0.26422048611351934,1.5157795138864807
261,38.3.0,0.89,0.31288975694324034,0.26422048611351934,1.5157795138864807
539,51.1.0,0.89,0.31288975694324034,0.26422048611351934,1.5157795138864807
926,10.6.4,0.89,0.31288975694324034,0.26422048611351934,1.5157795138864807
661,4.1.56994,0.89,0.31288975694324034,0.26422048611351934,1.5157795138864807
782,15.2.2,0.89,0.31288975694324034,0.26422048611351934,1.5157795138864807
838,10.2.9,0.89,0.31288975694324034,0.26422048611351934,1.5157795138864807
40,15.6.0,0.89,0.31288975694324034,0.26422048611351934,1.5157795138864807
202,18.6.0,0.89,0.31288975694324034,0.26422048611351934,1.5157795138864807
643,0.1.202005182115,0.89,0.31288975694324034,0.26422048611351934,1.5157795138864807
484,23.2.0,0.89,0.31288975694324034,0.26422048611351934,1.5157795138864807
850,0.1.118844,0.89,0.31288975694324034,0.26422048611351934,1.5157795138864807
572,18.12.6,0.89,0.31288975694324034,0.26422048611351934,1.5157795138864807
624,38.2.0,0.89,0.31288975694324034,0.26422048611351934,1.5157795138864807
703,11.2.7,0.89,0.31288975694324034,0.26422048611351934,1.5157795138864807
405,1.0.202305292304,0.89,0.31288975694324034,0.26422048611351934,1.5157795138864807
253,16.5.4,0.89,0.31288975694324034,0.26422048611351934,1.5157795138864807
266,39.0.3,0.89,0.31288975694324034,0.26422048611351934,1.5157795138864807
592,21.4.0,0.89,0.31288975694324034,0.26422048611351934,1.5157795138864807
522,50.0.1,0.89,0.31288975694324034,0.26422048611351934,1.5157795138864807
683,5.58.21262,0.89,0.31288975694324034,0.26422048611351934,1.5157795138864807
587,0.2.520968727,0.89,0.31288975694324034,0.26422048611351934,1.5157795138864807
399,14.3.5,0.89,0.31288975694324034,0.26422048611351934,1.5157795138864807
25,47.3.1,0.89,0.31288975694324034,0.26422048611351934,1.5157795138864807
858,21.2.5,0.89,0.31288975694324034,0.26422048611351934,1.5157795138864807
767,5.64.21284,0.89,0.31288975694324034,0.26422048611351934,1.5157795138864807
247,4.1.48891,0.89,0.31288975694324034,0.26422048611351934,1.5157795138864807
132,19.3.0,0.89,0.31288975694324034,0.26422048611351934,1.5157795138864807
130,14.1.2,0.89,0.31288975694324034,0.26422048611351934,1.5157795138864807
68,20.9.1,0.89,0.31288975694324034,0.26422048611351934,1.5157795138864807
722,16.0.2,0.89,0.31288975694324034,0.26422048611351934,1.5157795138864807
901,17.12.0,0.89,0.31288975694324034,0.26422048611351934,1.5157795138864807
291,12.1.3,0.89,0.31288975694324034,0.26422048611351934,1.5157795138864807
381,99.0.2,0.89,0.31288975694324034,0.26422048611351934,1.5157795138864807
768,2013.1,0.52,0.49959983987187156,-0.4791996797437431,1.519199679743743
925,2019.11,0.52,0.49959983987187156,-0.4791996797437431,1.519199679743743
532,2019.2,0.52,0.49959983987187156,-0.4791996797437431,1.519199679743743
313,20210730.1,0.52,0.49959983987187156,-0.4791996797437431,1.519199679743743
11,19.5.125698,0.88,0.3249615361854386,0.2300769276291228,1.5299230723708772
227,11.0.20180124,0.88,0.3249615361854386,0.2300769276291228,1.5299230723708772
314,10.0.20170523,0.88,0.3249615361854386,0.2300769276291228,1.5299230723708772
401,0.968,0.55,0.4974937185533099,-0.4449874371066198,1.54498743710662
168,1.3750,0.55,0.4974937185533099,-0.4449874371066198,1.54498743710662
573,1.9897,0.55,0.4974937185533099,-0.4449874371066198,1.54498743710662
272,0.449742367,0.55,0.4974937185533099,-0.4449874371066198,1.54498743710662
299,0.474461865,0.55,0.4974937185533099,-0.4449874371066198,1.54498743710662
738,0.457454791,0.55,0.4974937185533099,-0.4449874371066198,1.54498743710662
613,0.157,0.55,0.4974937185533099,-0.4449874371066198,1.54498743710662
88,0.20050612,0.55,0.4974937185533099,-0.4449874371066198,1.54498743710662
298,70.0,0.56,0.49638694583963433,-0.4327738916792686,1.5527738916792688
232,39.0,0.56,0.49638694583963433,-0.4327738916792686,1.5527738916792688
244,10.16,0.56,0.49638694583963433,-0.4327738916792686,1.5527738916792688
363,36.4,0.56,0.49638694583963433,-0.4327738916792686,1.5527738916792688
518,10.0,0.56,0.49638694583963433,-0.4327738916792686,1.5527738916792688
905,19.6,0.56,0.49638694583963433,-0.4327738916792686,1.5527738916792688
647,75.1,0.56,0.49638694583963433,-0.4327738916792686,1.5527738916792688
99,20.10,0.56,0.49638694583963433,-0.4327738916792686,1.5527738916792688
913,37.0,0.56,0.49638694583963433,-0.4327738916792686,1.5527738916792688
536,89.0,0.56,0.49638694583963433,-0.4327738916792686,1.5527738916792688
842,0.152.0,0.86,0.3469870314579494,0.16602593708410118,1.553974062915899
143,1.120.0,0.86,0.3469870314579494,0.16602593708410118,1.553974062915899
962,2.64,0.57,0.49507575177946234,-0.4201515035589247,1.5601515035589246
39,2.14,0.57,0.49507575177946234,-0.4201515035589247,1.5601515035589246
105,0.69,0.57,0.49507575177946234,-0.4201515035589247,1.5601515035589246
352,1.05,0.57,0.49507575177946234,-0.4201515035589247,1.5601515035589246
755,2.05,0.57,0.49507575177946234,-0.4201515035589247,1.5601515035589246
735,4.56,0.57,0.49507575177946234,-0.4201515035589247,1.5601515035589246
969,1.57,0.57,0.49507575177946234,-0.4201515035589247,1.5601515035589246
263,1.94,0.57,0.49507575177946234,-0.4201515035589247,1.5601515035589246
760,4.34,0.57,0.49507575177946234,-0.4201515035589247,1.5601515035589246
490,1.32,0.57,0.49507575177946234,-0.4201515035589247,1.5601515035589246
206,0.32,0.57,0.49507575177946234,-0.4201515035589247,1.5601515035589246
986,0.16,0.57,0.49507575177946234,-0.4201515035589247,1.5601515035589246
144,1.2303.2,0.85,0.3570714214271427,0.13585715714571456,1.5641428428542854
463,0.20180203.0,0.85,0.3570714214271427,0.13585715714571456,1.5641428428542854
339,2016.11.16,0.85,0.3570714214271429,0.13585715714571422,1.5641428428542858
472,2018.11.15,0.85,0.3570714214271429,0.13585715714571422,1.5641428428542858
280,2022.6.30,0.85,0.3570714214271429,0.13585715714571422,1.5641428428542858
200,2022.7.27,0.85,0.3570714214271429,0.13585715714571422,1.5641428428542858
118,2019.1.28,0.85,0.3570714214271429,0.13585715714571422,1.5641428428542858
66,2022.4.17,0.85,0.3570714214271429,0.13585715714571422,1.5641428428542858
922,2021.2.23,0.85,0.3570714214271429,0.13585715714571422,1.5641428428542858
552,2021.6.11,0.85,0.3570714214271429,0.13585715714571422,1.5641428428542858
376,2021.10.10,0.85,0.3570714214271429,0.13585715714571422,1.5641428428542858
127,2022.6.15,0.85,0.3570714214271429,0.13585715714571422,1.5641428428542858
801,2022.5.23,0.85,0.3570714214271429,0.13585715714571422,1.5641428428542858
450,2023.4.21,0.85,0.3570714214271429,0.13585715714571422,1.5641428428542858
676,2022.7.24,0.85,0.3570714214271429,0.13585715714571422,1.5641428428542858
12,2021.12.21,0.85,0.3570714214271429,0.13585715714571422,1.5641428428542858
153,2017.5.12,0.85,0.3570714214271429,0.13585715714571422,1.5641428428542858
37,2022.0.50,0.85,0.3570714214271429,0.13585715714571422,1.5641428428542858
665,2021.10.11,0.85,0.3570714214271429,0.13585715714571422,1.5641428428542858
608,2020.8.19,0.85,0.3570714214271429,0.13585715714571422,1.5641428428542858
941,1.3,0.58,0.4935585071701228,-0.4071170143402456,1.5671170143402455
445,0.8,0.58,0.4935585071701228,-0.4071170143402456,1.5671170143402455
114,2022.7.3,0.83,0.3756327994198591,0.07873440116028174,1.5812655988397182
873,2022.1.8,0.83,0.3756327994198591,0.07873440116028174,1.5812655988397182
761,2021.10.4,0.83,0.3756327994198591,0.07873440116028174,1.5812655988397182
903,2022.9.5,0.83,0.3756327994198591,0.07873440116028174,1.5812655988397182
428,2021.11.6,0.83,0.3756327994198591,0.07873440116028174,1.5812655988397182
271,2020.11.2,0.83,0.3756327994198591,0.07873440116028174,1.5812655988397182
998,2016.11.9,0.83,0.3756327994198591,0.07873440116028174,1.5812655988397182
407,2023.6.1,0.83,0.3756327994198591,0.07873440116028174,1.5812655988397182
993,2021.12.3,0.83,0.3756327994198591,0.07873440116028174,1.5812655988397182
515,2022.6.4,0.83,0.3756327994198591,0.07873440116028174,1.5812655988397182
362,2021.2.1,0.83,0.3756327994198591,0.07873440116028174,1.5812655988397182
69,2022.7.1,0.83,0.3756327994198591,0.07873440116028174,1.5812655988397182
554,2018.4.1,0.83,0.3756327994198591,0.07873440116028174,1.5812655988397182
894,2015.1.1.1,0.66,0.47370877129308087,-0.2874175425861617,1.6074175425861617
493,2019.2.26.0,0.66,0.47370877129308087,-0.2874175425861617,1.6074175425861617
904,2020.11.14.4,0.66,0.47370877129308087,-0.2874175425861617,1.6074175425861617
47,2019.4.8.0,0.66,0.47370877129308087,-0.2874175425861617,1.6074175425861617
306,2020.8.19.5,0.66,0.47370877129308087,-0.2874175425861617,1.6074175425861617
479,2019.4.22.0,0.66,0.47370877129308087,-0.2874175425861617,1.6074175425861617
324,2021.4.30.1,0.66,0.47370877129308087,-0.2874175425861617,1.6074175425861617
716,2018.11.30.1,0.66,0.47370877129308087,-0.2874175425861617,1.6074175425861617
5,2019.9.27.0,0.66,0.47370877129308087,-0.2874175425861617,1.6074175425861617
269,12.0.20190605.0,0.67,0.47021271782034996,-0.2704254356406999,1.6104254356407
19,11.0.20180829.0,0.67,0.47021271782034996,-0.2704254356406999,1.6104254356407
434,15.0.20221107.0,0.67,0.47021271782034996,-0.2704254356406999,1.6104254356407
615,12.0.20190510.0,0.67,0.47021271782034996,-0.2704254356406999,1.6104254356407
928,15.0.20230116.0,0.67,0.47021271782034996,-0.2704254356406999,1.6104254356407
783,14.0.20220121.0,0.67,0.47021271782034996,-0.2704254356406999,1.6104254356407
866,2017.5.9.2002,0.68,0.4664761515876237,-0.2529523031752473,1.6129523031752475
448,109.0.5414.74,0.68,0.4664761515876237,-0.2529523031752473,1.6129523031752475
125,0.2017.1.13,0.7,0.4582575694955838,-0.2165151389911677,1.6165151389911676
737,0.2020.1.20,0.7,0.4582575694955838,-0.2165151389911677,1.6165151389911676
70,96.0.4664.35,0.7,0.4582575694955838,-0.2165151389911677,1.6165151389911676
560,1.16.36.0,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
525,1.1.4.4,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
413,1.14.57.0,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
113,0.8.2.4,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
454,0.5.7.7,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
654,0.2.8.0,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
3,1.17.52.0,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
987,0.0.6.4,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
320,0.1.0.8,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
273,0.5.8.2,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
209,0.9.84.3,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
710,1.12.37.0,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
201,2.13.21.2,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
815,2.11.0.2,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
71,0.8.0.1469054252,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
793,1.0.1.8,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
983,1.12.17.0,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
279,0.0.31.8,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
169,0.3.3.2,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
620,1.17.18.0,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
752,0.8.0.1469056261,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
226,1.10.2.1,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
333,3.15.0.7,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
692,0.2.7.1,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
7,0.0.4.1,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
158,1.9.1.2,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
246,2.3.6.9,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
878,0.0.31.4,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
166,0.2.10.0,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
893,0.3.17.2,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
90,0.9.0.1472137761,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
951,1.17.63.0,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
892,1.3.0.5,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
360,1.14.26.0,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
935,0.9.16.4,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
223,1.3.5.230109,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
897,4.0.0.1,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
300,0.3.20.1,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
36,1.17.26.0,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
995,0.3.10.3,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
669,1.3.6.8,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
151,4.0.0.3,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
282,2.4.9.3,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
275,3.15.0.4,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
848,1.1.0.3,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
67,1.23.1.0,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
100,1.16.59.0,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
909,0.9.14.3,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
53,0.0.4.0,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
907,3.8.1.20230329082451,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
41,0.2.2.0,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
76,0.0.7.2,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
16,0.9.8.6,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
115,4.6.6.4,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
758,1.1.6.2,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
923,2.0.0.3,0.71,0.45376205218153687,-0.19752410436307377,1.6175241043630737
707,0.1.32.30,0.73,0.44395945760846256,-0.15791891521692514,1.617918915216925
500,4.0.30.25,0.73,0.44395945760846256,-0.15791891521692514,1.617918915216925
723,0.7.4.15,0.73,0.44395945760846256,-0.15791891521692514,1.617918915216925
864,0.0.30.35,0.73,0.44395945760846256,-0.15791891521692514,1.617918915216925
245,0.0.31.10,0.73,0.44395945760846256,-0.15791891521692514,1.617918915216925
321,0.1.2.14,0.73,0.44395945760846256,-0.15791891521692514,1.617918915216925
229,0.0.1.14,0.73,0.44395945760846256,-0.15791891521692514,1.617918915216925
585,0.0.30.66,0.73,0.44395945760846256,-0.15791891521692514,1.617918915216925
473,0.0.30.73,0.73,0.44395945760846256,-0.15791891521692514,1.617918915216925
689,0.1.0.11,0.73,0.44395945760846256,-0.15791891521692514,1.617918915216925
252,0.9.9.21,0.73,0.44395945760846256,-0.15791891521692514,1.617918915216925
627,4.1.28.25,0.73,0.44395945760846256,-0.15791891521692514,1.617918915216925
704,0.1.32.29,0.73,0.44395945760846256,-0.15791891521692514,1.617918915216925
830,1.0.3.10,0.73,0.44395945760846256,-0.15791891521692514,1.617918915216925
478,1.21.625.1023,0.72,0.44899888641287283,-0.1779977728257457,1.6179977728257455
836,0.0.30.113,0.72,0.44899888641287283,-0.1779977728257457,1.6179977728257455
885,1.21.527.1111,0.72,0.44899888641287283,-0.1779977728257457,1.6179977728257455
121,1.21.416.1002,0.72,0.44899888641287283,-0.1779977728257457,1.6179977728257455
446,0.0.30.129,0.72,0.44899888641287283,-0.1779977728257457,1.6179977728257455
