,pattern,mean,std,mean-2std
372,0.5.dev0,0.23,0.4208325082500161,-0.6116650165000322
646,0.5.dev3,0.23,0.4208325082500161,-0.6116650165000322
741,1.9.dev1,0.23,0.4208325082500161,-0.6116650165000322
727,0.5.dev1626106715,0.23,0.4208325082500161,-0.6116650165000322
124,0.1.dev18,0.23,0.4208325082500161,-0.6116650165000322
131,1.12.dev1683338168,0.23,0.4208325082500161,-0.6116650165000322
819,4.0.dev1638270219,0.23,0.4208325082500161,-0.6116650165000322
146,1.0.dev1,0.23,0.4208325082500161,-0.6116650165000322
296,0.5.dev4,0.23,0.4208325082500161,-0.6116650165000322
702,2021.1.dev24,0.22,0.4142463035441601,-0.6084926070883202
406,2020.8.dev44,0.22,0.4142463035441601,-0.6084926070883202
639,2020.4.dev27,0.22,0.4142463035441601,-0.6084926070883202
377,2020.6.dev14,0.22,0.4142463035441601,-0.6084926070883202
601,0.3a2,0.22,0.41424630354416003,-0.6084926070883201
45,0.2a6,0.22,0.41424630354416003,-0.6084926070883201
176,0.3a0,0.22,0.41424630354416003,-0.6084926070883201
543,0.6a1,0.22,0.41424630354416003,-0.6084926070883201
27,0.4a4,0.22,0.41424630354416003,-0.6084926070883201
636,0.18a0,0.22,0.41424630354416003,-0.6084926070883201
756,4.2b11,0.22,0.41424630354416,-0.60849260708832
666,0.1b20230120,0.22,0.41424630354416,-0.60849260708832
694,14.0.1.0.1.dev11,0.21,0.4073082370883263,-0.6046164741766527
274,14.0.2.0.1.dev1,0.21,0.4073082370883263,-0.6046164741766527
561,13.0.1.1.2.dev20,0.21,0.4073082370883263,-0.6046164741766527
91,14.0.1.0.2.dev2,0.21,0.4073082370883263,-0.6046164741766527
102,14.0.1.0.1.dev26,0.21,0.4073082370883263,-0.6046164741766527
955,13.0.1.0.1.dev9,0.21,0.4073082370883263,-0.6046164741766527
657,14.0.1.3.3.dev3,0.21,0.4073082370883263,-0.6046164741766527
156,13.0.0.3.1.dev7,0.21,0.4073082370883263,-0.6046164741766527
593,13.0.1.2.2.dev1,0.21,0.4073082370883263,-0.6046164741766527
185,13.0.1.0.1.dev8,0.21,0.4073082370883263,-0.6046164741766527
918,0.2a29,0.21,0.40730823708832625,-0.6046164741766525
35,0.2a18,0.21,0.40730823708832625,-0.6046164741766525
916,1.2a16,0.21,0.40730823708832625,-0.6046164741766525
837,1.3a29,0.21,0.40730823708832625,-0.6046164741766525
973,0.2a41,0.21,0.40730823708832625,-0.6046164741766525
111,3.3.2.2.dev1610392687,0.36,0.48,-0.6
805,3.3.2.2.dev1611065472,0.36,0.48,-0.6
340,3.5.2.3.dev1628689602,0.36,0.48,-0.6
149,4.5.5.2.dev1661561474,0.36,0.48,-0.6
302,3.5.2.3.dev1633349953,0.36,0.48,-0.6
527,3.3.2.2.dev1611327400,0.36,0.48,-0.6
721,4.7.1.9.dev1687799215,0.36,0.48,-0.6
327,3.3.2.1.dev1603668607,0.36,0.48,-0.6
718,4.6.4.3.dev1669997494,0.36,0.48,-0.6
54,3.3.2.1.dev1603669168,0.36,0.48,-0.6
23,3.5.2.3.dev1633349975,0.36,0.48,-0.6
645,2022.4.5.1649199424.2099175379,0.37,0.48280430818293263,-0.5956086163658653
249,2022.3.29.1648574864.2059828524,0.37,0.48280430818293263,-0.5956086163658653
888,2022.3.21.1647871451.2016475340,0.37,0.48280430818293263,-0.5956086163658653
717,2022.5.18.1652917386.2348696498,0.37,0.48280430818293263,-0.5956086163658653
584,2022.4.13.1649871158.2162713318,0.37,0.48280430818293263,-0.5956086163658653
28,2022.8.9.1660078506.2826659007,0.37,0.48280430818293263,-0.5956086163658653
51,1.1.116b10,0.37,0.48280430818293263,-0.5956086163658653
481,2022.5.11.1652288736.2308502936,0.37,0.48280430818293263,-0.5956086163658653
117,2022.3.22.1647943812.2021556413,0.37,0.48280430818293263,-0.5956086163658653
116,2022.6.24.1656081252.2556214208,0.37,0.48280430818293263,-0.5956086163658653
422,0.1.0.181116.3,0.38,0.4853864439804639,-0.5907728879609278
867,2017.12.1b0,0.38,0.4853864439804638,-0.5907728879609276
79,2017.12.1b3,0.38,0.4853864439804638,-0.5907728879609276
195,12.0.5.1.3,0.39,0.48774993593028815,-0.5854998718605763
435,0.14.0b20220223,0.39,0.48774993593028815,-0.5854998718605763
708,0.14.0b20220216,0.39,0.48774993593028815,-0.5854998718605763
868,13.0.1.0.1,0.39,0.48774993593028815,-0.5854998718605763
366,13.0.1.1.0,0.39,0.48774993593028815,-0.5854998718605763
34,0.2.1.8.04,0.39,0.48774993593028815,-0.5854998718605763
329,2.1.0b20220509,0.39,0.48774993593028815,-0.5854998718605763
335,0.14.0b20220125,0.39,0.48774993593028815,-0.5854998718605763
217,0.0.1.9.4,0.39,0.48774993593028815,-0.5854998718605763
491,10.0.1.1.7,0.39,0.48774993593028815,-0.5854998718605763
700,2.1.0b20220228,0.39,0.48774993593028815,-0.5854998718605763
267,0.1.3.3.1,0.39,0.48774993593028815,-0.5854998718605763
444,13.0.1.2.0,0.39,0.48774993593028815,-0.5854998718605763
595,12.0.1.5.3,0.39,0.48774993593028815,-0.5854998718605763
778,12.0.1.3.3,0.39,0.48774993593028815,-0.5854998718605763
283,0.0.2.6.1,0.39,0.48774993593028815,-0.5854998718605763
635,2.4.0b20230608,0.39,0.48774993593028815,-0.5854998718605763
430,12.0.1.2.3,0.39,0.48774993593028815,-0.5854998718605763
740,2.4.0b20230617,0.39,0.48774993593028815,-0.5854998718605763
178,2.4.0b20230524,0.39,0.48774993593028815,-0.5854998718605763
395,2.4.0b20230615,0.39,0.48774993593028815,-0.5854998718605763
184,2.3.0b20230323,0.39,0.48774993593028815,-0.5854998718605763
199,2.3.0b20230416,0.39,0.48774993593028815,-0.5854998718605763
982,0.1.1b20230325,0.39,0.48774993593028815,-0.5854998718605763
908,0.1.0b1225620,0.39,0.48774993593028815,-0.5854998718605763
825,2.1.0b20220430,0.39,0.48774993593028815,-0.5854998718605763
154,2.1.0b20220906,0.39,0.48774993593028815,-0.5854998718605763
682,0.4.6b2,0.4,0.4898979485566356,-0.5797958971132712
98,22.9.0b4,0.4,0.4898979485566356,-0.5797958971132712
419,1.0.1b2,0.4,0.4898979485566356,-0.5797958971132712
410,0.19.1a1660828085,0.4,0.4898979485566356,-0.5797958971132712
392,1.0.1a1567021648,0.4,0.4898979485566356,-0.5797958971132712
927,6.32.0a1658137832,0.4,0.4898979485566356,-0.5797958971132712
371,0.11.1a1643299761,0.4,0.4898979485566356,-0.5797958971132712
978,2.12.1b2,0.4,0.4898979485566356,-0.5797958971132712
551,0.0.1b9,0.4,0.4898979485566356,-0.5797958971132712
457,3.5.0a1638257670,0.4,0.4898979485566356,-0.5797958971132712
119,6.19.0a1649785192,0.4,0.4898979485566356,-0.5797958971132712
477,2.2.7b8,0.4,0.4898979485566356,-0.5797958971132712
882,6.31.0a1657285227,0.4,0.4898979485566356,-0.5797958971132712
696,2.4.0a1580387686,0.4,0.4898979485566356,-0.5797958971132712
970,0.19.0b4,0.4,0.4898979485566356,-0.5797958971132712
591,0.9.1a1640274882,0.4,0.4898979485566356,-0.5797958971132712
851,0.0.1a1592974301,0.4,0.4898979485566356,-0.5797958971132712
771,6.55.0a1681317026,0.4,0.4898979485566356,-0.5797958971132712
902,0.21.3b0,0.4,0.4898979485566356,-0.5797958971132712
719,1.3.8b2,0.4,0.4898979485566356,-0.5797958971132712
810,0.1.1a1633640614,0.4,0.4898979485566356,-0.5797958971132712
214,6.46.0a1673304792,0.4,0.4898979485566356,-0.5797958971132712
952,0.18.1a1653714139,0.4,0.4898979485566356,-0.5797958971132712
497,2.6.0a1611855191,0.4,0.4898979485566356,-0.5797958971132712
852,20.10.2b0,0.4,0.4898979485566356,-0.5797958971132712
46,0.1.7b1,0.4,0.4898979485566356,-0.5797958971132712
520,0.4.3b11,0.4,0.48989794855663554,-0.5797958971132711
63,3.0.0b23,0.4,0.48989794855663554,-0.5797958971132711
945,0.20.1a587,0.41,0.4918333050943174,-0.5736666101886347
495,0.8.12a1,0.41,0.4918333050943174,-0.5736666101886347
240,0.27.1a1254,0.41,0.4918333050943174,-0.5736666101886347
317,0.22.0a16,0.41,0.4918333050943174,-0.5736666101886347
621,0.17.0a170,0.41,0.4918333050943174,-0.5736666101886347
260,0.0.30a1,0.41,0.4918333050943174,-0.5736666101886347
749,0.0.34a1,0.41,0.4918333050943174,-0.5736666101886347
610,0.0.12a8,0.41,0.4918333050943174,-0.5736666101886347
9,0.28.1a1293,0.41,0.4918333050943174,-0.5736666101886347
578,0.20.1a423,0.41,0.4918333050943174,-0.5736666101886347
374,0.28.2a1358,0.41,0.4918333050943174,-0.5736666101886347
681,0.1.16a6,0.41,0.4918333050943174,-0.5736666101886347
22,0.8.28a3,0.41,0.4918333050943174,-0.5736666101886347
354,0.25.0a1062,0.41,0.4918333050943174,-0.5736666101886347
331,0.28.2a1434,0.41,0.4918333050943174,-0.5736666101886347
344,0.28.1a1297,0.41,0.4918333050943174,-0.5736666101886347
802,0.26.0a1170,0.41,0.4918333050943174,-0.5736666101886347
562,0.20.1a413,0.41,0.4918333050943174,-0.5736666101886347
390,0.12.0a47,0.41,0.4918333050943174,-0.5736666101886347
699,0.9.92a3,0.41,0.4918333050943174,-0.5736666101886347
579,0.0.5a23,0.42,0.4935585071701228,-0.5671170143402455
494,0.2.0a15,0.42,0.4935585071701228,-0.5671170143402455
510,46.0.0a1,0.42,0.4935585071701228,-0.5671170143402455
787,1.3.8a2,0.42,0.4935585071701228,-0.5671170143402455
221,27.0.0a1,0.42,0.4935585071701228,-0.5671170143402455
498,0.5.0a5,0.42,0.4935585071701228,-0.5671170143402455
58,1.3.2a2,0.42,0.4935585071701228,-0.5671170143402455
980,0.1.0a21,0.42,0.4935585071701228,-0.5671170143402455
961,0.0.7a14,0.42,0.4935585071701228,-0.5671170143402455
353,0.4.1a3,0.42,0.4935585071701228,-0.5671170143402455
26,40.0.0a3,0.42,0.4935585071701228,-0.5671170143402455
655,0.0.4a16,0.42,0.4935585071701228,-0.5671170143402455
550,0.1.0a18,0.42,0.4935585071701228,-0.5671170143402455
766,0.31.0a3,0.42,0.4935585071701228,-0.5671170143402455
566,36.2.0a1,0.42,0.4935585071701228,-0.5671170143402455
295,0.3.2a2,0.42,0.4935585071701228,-0.5671170143402455
48,1.1.0a10,0.42,0.4935585071701228,-0.5671170143402455
784,0.0.0a17,0.42,0.4935585071701228,-0.5671170143402455
931,1.0.0a18,0.42,0.4935585071701228,-0.5671170143402455
623,0.0.4a41,0.42,0.4935585071701228,-0.5671170143402455
308,0.0.4a5,0.42,0.4935585071701228,-0.5671170143402455
713,1.0.7a3,0.42,0.4935585071701228,-0.5671170143402455
884,14.0.0a5,0.42,0.4935585071701228,-0.5671170143402455
542,1.1.1a0,0.42,0.4935585071701228,-0.5671170143402455
711,3.0.0a1,0.42,0.4935585071701228,-0.5671170143402455
106,2.1.1a1,0.42,0.4935585071701228,-0.5671170143402455
467,0.3.1a4,0.42,0.4935585071701228,-0.5671170143402455
468,0.0.3a13,0.42,0.4935585071701228,-0.5671170143402455
109,1.2.0a6,0.42,0.4935585071701228,-0.5671170143402455
458,3.0.0a8,0.42,0.4935585071701228,-0.5671170143402455
979,0.7.0a6,0.42,0.4935585071701228,-0.5671170143402455
812,1.0.6a2,0.42,0.4935585071701228,-0.5671170143402455
129,8.0.1.1.1.99.dev12,0.14,0.34698703145794946,-0.5539740629158989
396,8.0.1.0.0.99.dev14,0.14,0.34698703145794946,-0.5539740629158989
811,10.0.1.0.0.99.dev5,0.14,0.34698703145794946,-0.5539740629158989
337,12.0.2.0.0.99.dev5,0.14,0.34698703145794946,-0.5539740629158989
724,9.0.1.0.0.99.dev70,0.14,0.34698703145794946,-0.5539740629158989
464,8.0.1.0.0.99.dev53,0.14,0.34698703145794946,-0.5539740629158989
806,12.0.2.1.0.99.dev6,0.14,0.34698703145794946,-0.5539740629158989
545,12.0.1.5.1.99.dev7,0.14,0.34698703145794946,-0.5539740629158989
744,10.0.1.0.1.99.dev3,0.14,0.34698703145794946,-0.5539740629158989
597,8.0.1.2.0.99.dev18,0.14,0.34698703145794946,-0.5539740629158989
492,9.0.1.0.0.99.dev60,0.14,0.34698703145794946,-0.5539740629158989
673,10.0.1.4.1.99.dev2,0.14,0.34698703145794946,-0.5539740629158989
402,8.0.0.3.0.99.dev13,0.14,0.34698703145794946,-0.5539740629158989
896,12.0.1.2.1.99.dev1,0.14,0.34698703145794946,-0.5539740629158989
626,9.0.1.1.0.99.dev17,0.14,0.34698703145794946,-0.5539740629158989
638,8.0.1.1.0.99.dev15,0.14,0.34698703145794946,-0.5539740629158989
188,12.0.3.1.2.99.dev4,0.14,0.34698703145794946,-0.5539740629158989
674,8.0.1.0.1.99.dev11,0.14,0.34698703145794946,-0.5539740629158989
644,8.0.0.5.1.99.dev2,0.14,0.34698703145794946,-0.5539740629158989
891,9.0.1.0.0.99.dev58,0.14,0.34698703145794946,-0.5539740629158989
72,12.0.1.1.1.99.dev1,0.14,0.34698703145794946,-0.5539740629158989
649,10.0.1.0.1.99.dev13,0.14,0.34698703145794946,-0.5539740629158989
832,8.0.2.0.0.99.dev5,0.14,0.34698703145794946,-0.5539740629158989
332,1.0rc14,0.13,0.33630343441600463,-0.5426068688320093
733,0.4rc5,0.13,0.33630343441600463,-0.5426068688320093
942,1.2rc91,0.13,0.33630343441600463,-0.5426068688320093
328,0.30rc4,0.13,0.33630343441600463,-0.5426068688320093
228,1.4rc6,0.13,0.33630343441600463,-0.5426068688320093
496,1.4rc3,0.13,0.33630343441600463,-0.5426068688320093
809,1.1rc195,0.13,0.33630343441600463,-0.5426068688320093
301,0.6rc2,0.13,0.33630343441600463,-0.5426068688320093
959,1.0rc137,0.13,0.33630343441600463,-0.5426068688320093
917,0.5rc2,0.13,0.33630343441600463,-0.5426068688320093
523,1.8.10.dev11,0.48,0.49959983987187156,-0.5191996797437431
863,0.8.14.dev49,0.48,0.49959983987187156,-0.5191996797437431
512,0.14.1.dev1530660634,0.48,0.49959983987187156,-0.5191996797437431
846,1.1.3.dev1,0.48,0.49959983987187156,-0.5191996797437431
632,0.2.2.dev181203015448,0.48,0.49959983987187156,-0.5191996797437431
521,1.3.3.dev54,0.48,0.49959983987187156,-0.5191996797437431
691,1.21.1.dev32,0.48,0.49959983987187156,-0.5191996797437431
650,2.0.0.dev23,0.48,0.49959983987187156,-0.5191996797437431
839,1.20.4.dev28,0.48,0.49959983987187156,-0.5191996797437431
642,2.0.0.dev32,0.48,0.49959983987187156,-0.5191996797437431
697,3.0.11.dev1921570287,0.48,0.49959983987187156,-0.5191996797437431
524,2.4.1.dev681282974,0.48,0.49959983987187156,-0.5191996797437431
651,1.11.2.dev14,0.48,0.49959983987187156,-0.5191996797437431
625,0.54.0.dev66,0.48,0.49959983987187156,-0.5191996797437431
706,0.55.0.dev5,0.48,0.49959983987187156,-0.5191996797437431
469,0.0.1.dev2320248668,0.48,0.49959983987187156,-0.5191996797437431
482,1.6.0.dev1,0.48,0.49959983987187156,-0.5191996797437431
877,0.1.11.dev1,0.48,0.49959983987187156,-0.5191996797437431
486,4.0.0.dev3235987968,0.48,0.49959983987187156,-0.5191996797437431
829,2.3.2.dev642726845,0.48,0.49959983987187156,-0.5191996797437431
845,0.1.0.dev174,0.48,0.49959983987187156,-0.5191996797437431
876,4.0.1.dev1638890722,0.48,0.49959983987187156,-0.5191996797437431
948,1.12.1.dev9,0.48,0.49959983987187156,-0.5191996797437431
470,0.3.6.dev8,0.48,0.49959983987187156,-0.5191996797437431
736,2.0.0.dev2,0.48,0.49959983987187156,-0.5191996797437431
499,1.5.3.dev17,0.48,0.49959983987187156,-0.5191996797437431
112,2.3.1.dev1,0.48,0.49959983987187156,-0.5191996797437431
379,0.0.1.dev2320168954,0.48,0.49959983987187156,-0.5191996797437431
38,1.18.1.dev7,0.48,0.49959983987187156,-0.5191996797437431
426,0.54.0.dev62,0.48,0.49959983987187156,-0.5191996797437431
60,0.1.0.dev202208150912,0.48,0.49959983987187156,-0.5191996797437431
108,1.1.1.dev1588694604,0.48,0.49959983987187156,-0.5191996797437431
64,0.8.14.dev61,0.48,0.49959983987187156,-0.5191996797437431
107,4.0.1.dev9,0.48,0.49959983987187156,-0.5191996797437431
205,0.7.1.dev3,0.48,0.49959983987187156,-0.5191996797437431
0,1.19.4.dev37,0.48,0.49959983987187156,-0.5191996797437431
56,1.15.2.dev25,0.48,0.49959983987187156,-0.5191996797437431
619,1.1.1.dev15,0.48,0.49959983987187156,-0.5191996797437431
860,3.0.6.dev1205642235,0.48,0.49959983987187156,-0.5191996797437431
92,0.4.1.dev10,0.48,0.49959983987187156,-0.5191996797437431
568,0.19.0.dev80,0.48,0.49959983987187156,-0.5191996797437431
364,0.4.1.dev1585605506,0.48,0.49959983987187156,-0.5191996797437431
326,1.8.8.dev29,0.48,0.49959983987187156,-0.5191996797437431
259,0.6.1.dev1661763374,0.48,0.49959983987187156,-0.5191996797437431
162,0.6.0.dev201229,0.48,0.49959983987187156,-0.5191996797437431
211,1.8.12.dev26,0.48,0.49959983987187156,-0.5191996797437431
212,0.10.5.dev2,0.48,0.49959983987187156,-0.5191996797437431
239,0.1.2.dev0,0.48,0.49959983987187156,-0.5191996797437431
248,0.0.20220513.dev1,0.48,0.49959983987187156,-0.5191996797437431
126,1.3.3.dev24,0.48,0.49959983987187156,-0.5191996797437431
286,3.3.2.dev4312804023,0.48,0.49959983987187156,-0.5191996797437431
334,0.0.0.dev2,0.48,0.49959983987187156,-0.5191996797437431
351,2.0.1.dev52,0.48,0.49959983987187156,-0.5191996797437431
355,0.27.0.dev5,0.48,0.49959983987187156,-0.5191996797437431
358,1.5.1.dev7,0.48,0.49959983987187156,-0.5191996797437431
361,2.0.6.dev65,0.48,0.49959983987187156,-0.5191996797437431
139,3.0.0.dev8,0.48,0.49959983987187156,-0.5191996797437431
754,1.16.2.dev3,0.48,0.49959983987187156,-0.5191996797437431
652,2.0.6.dev87,0.48,0.49959983987187156,-0.5191996797437431
385,0.18.6.dev1556668687,0.48,0.49959983987187156,-0.5191996797437431
570,1.8.1.dev7,0.48,0.49959983987187156,-0.5191996797437431
762,0.0.2.dev202208101759,0.48,0.49959983987187156,-0.5191996797437431
795,3.0.10.dev1525759492,0.48,0.49959983987187156,-0.5191996797437431
557,1.5.3.dev8,0.48,0.49959983987187156,-0.5191996797437431
790,1.20.6.dev17,0.48,0.49959983987187156,-0.5191996797437431
773,3.0.11.dev1857827188,0.48,0.49959983987187156,-0.5191996797437431
411,0.12.0.dev1,0.48,0.49959983987187156,-0.5191996797437431
590,2.0.0.dev5,0.48,0.49959983987187156,-0.5191996797437431
453,2.3.2.dev571210381,0.48,0.49959983987187156,-0.5191996797437431
412,2.0.6.dev105,0.48,0.49959983987187156,-0.5191996797437431
555,1.20.6.dev7,0.48,0.49959983987187156,-0.5191996797437431
976,3.0.9.dev1366851255,0.48,0.49959983987187156,-0.5191996797437431
418,1.3.3.dev18,0.48,0.49959983987187156,-0.5191996797437431
798,0.20.0.dev25,0.48,0.49959983987187156,-0.5191996797437431
797,1.20.4.dev14,0.48,0.49959983987187156,-0.5191996797437431
764,2.0.6.dev73,0.48,0.49959983987187156,-0.5191996797437431
796,1.20.2.dev56,0.48,0.49959983987187156,-0.5191996797437431
745,0.6.2.dev6,0.48,0.49959983987187156,-0.5191996797437431
912,3.0.0.dev924790252,0.48,0.49959983987187156,-0.5191996797437431
920,0.55.0.dev55,0.48,0.49959983987187156,-0.5191996797437431
611,2.3.7.dev5,0.48,0.49959983987187156,-0.5191996797437431
963,1.6.7.dev2,0.48,0.49959983987187156,-0.5191996797437431
439,0.8.22.dev47,0.48,0.49959983987187156,-0.5191996797437431
794,0.0.2b,0.11,0.31288975694324056,-0.5157795138864811
18,0.0.11b,0.11,0.3128897569432405,-0.515779513886481
277,2.9.0.dev20220730,0.5,0.5,-0.5
128,2.11.0.dev20230225,0.5,0.5,-0.5
134,2.10.0.dev20221111,0.5,0.5,-0.5
672,2.12.0.dev20230513,0.5,0.5,-0.5
