,pattern,mean,std,mean-2std
605,2.5.0.dev20210704,0.5,0.5,-0.5
684,2.2.0.dev20200321,0.5,0.5,-0.5
417,2.5.0.dev20211106,0.5,0.5,-0.5
404,2.11.0.dev20230328,0.5,0.5,-0.5
242,2.8.0.dev20220304,0.5,0.5,-0.5
219,0.0.7.dev20210315,0.5,0.5,-0.5
604,2.13.0.dev20230310,0.5,0.5,-0.5
189,2.14.0.dev20230525,0.5,0.5,-0.5
630,2.7.0.dev20220106,0.5,0.5,-0.5
256,2.8.0.dev20220322,0.5,0.5,-0.5
163,2.9.0.dev20220611,0.5,0.5,-0.5
432,2.11.0.dev20230321,0.5,0.5,-0.5
822,0.6.0.dev20230108,0.5,0.5,-0.5
823,2.10.0.dev20221021,0.5,0.5,-0.5
110,0.5.0.dev20221120,0.5,0.5,-0.5
558,2.3.0.dev20201009,0.5,0.5,-0.5
547,2.5.0.dev20210613,0.5,0.5,-0.5
97,0.10.0.dev20230611,0.5,0.5,-0.5
96,2.9.0.dev20220704,0.5,0.5,-0.5
544,2.4.0.dev20210308,0.5,0.5,-0.5
859,2.11.0.dev20221219,0.5,0.5,-0.5
862,0.4.1.dev20220930,0.5,0.5,-0.5
530,2.14.0.dev20230628,0.5,0.5,-0.5
80,2.4.0.dev20210513,0.5,0.5,-0.5
517,2.8.0.dev20220427,0.5,0.5,-0.5
230,0.4.1.dev20221008,0.5,0.5,-0.5
932,2.3.0.dev20201213,0.5,0.5,-0.5
777,2.11.0.dev20230312,0.5,0.5,-0.5
596,2.13.0.dev20230422,0.5,0.5,-0.5
480,2.7.0.dev20220111,0.5,0.5,-0.5
840,2.7.0.dev20211223,0.5,0.5,-0.5
949,2.2.0.dev20200324,0.5,0.5,-0.5
21,2.14.0.dev20230603,0.5,0.5,-0.5
13,2.12.0.dev20230331,0.5,0.5,-0.5
954,2.7.0.dev20220203,0.5,0.5,-0.5
375,2.5.0.dev20210802,0.5,0.5,-0.5
622,2.9.0.dev20220831,0.5,0.5,-0.5
167,2.9.0.dev20220823,0.5,0.5,-0.5
488,2.11.0.dev20221215,0.5,0.5,-0.5
341,2.4.0.dev20210115,0.5,0.5,-0.5
387,2.11.0.dev20230323,0.5,0.5,-0.5
889,2.2.0.dev20200404,0.5,0.5,-0.5
415,0.8.0.dev20230409,0.5,0.5,-0.5
556,2020.2.post5,0.1,0.29999999999999977,-0.49999999999999956
101,2020.1.post36,0.1,0.29999999999999977,-0.49999999999999956
559,3.3.post2,0.1,0.29999999999999977,-0.49999999999999956
343,5.6.post562,0.1,0.29999999999999977,-0.49999999999999956
213,5.7.post573,0.1,0.29999999999999977,-0.49999999999999956
768,2013.1,0.52,0.49959983987187156,-0.4791996797437431
313,20210730.1,0.52,0.49959983987187156,-0.4791996797437431
925,2019.11,0.52,0.49959983987187156,-0.4791996797437431
532,2019.2,0.52,0.49959983987187156,-0.4791996797437431
173,20201204,0.08,0.27129319932501095,-0.4625863986500219
775,20201125,0.08,0.27129319932501095,-0.4625863986500219
763,3,0.08,0.27129319932501095,-0.4625863986500219
88,0.20050612,0.55,0.4974937185533099,-0.4449874371066198
401,0.968,0.55,0.4974937185533099,-0.4449874371066198
168,1.3750,0.55,0.4974937185533099,-0.4449874371066198
573,1.9897,0.55,0.4974937185533099,-0.4449874371066198
272,0.449742367,0.55,0.4974937185533099,-0.4449874371066198
299,0.474461865,0.55,0.4974937185533099,-0.4449874371066198
738,0.457454791,0.55,0.4974937185533099,-0.4449874371066198
613,0.157,0.55,0.4974937185533099,-0.4449874371066198
695,1.0.11.alpha,0.07,0.25514701644346166,-0.4402940328869233
599,0.1d,0.07,0.2551470164434615,-0.440294032886923
298,70.0,0.56,0.49638694583963433,-0.4327738916792686
232,39.0,0.56,0.49638694583963433,-0.4327738916792686
244,10.16,0.56,0.49638694583963433,-0.4327738916792686
363,36.4,0.56,0.49638694583963433,-0.4327738916792686
518,10.0,0.56,0.49638694583963433,-0.4327738916792686
905,19.6,0.56,0.49638694583963433,-0.4327738916792686
647,75.1,0.56,0.49638694583963433,-0.4327738916792686
99,20.10,0.56,0.49638694583963433,-0.4327738916792686
913,37.0,0.56,0.49638694583963433,-0.4327738916792686
536,89.0,0.56,0.49638694583963433,-0.4327738916792686
206,0.32,0.57,0.49507575177946234,-0.4201515035589247
986,0.16,0.57,0.49507575177946234,-0.4201515035589247
962,2.64,0.57,0.49507575177946234,-0.4201515035589247
39,2.14,0.57,0.49507575177946234,-0.4201515035589247
105,0.69,0.57,0.49507575177946234,-0.4201515035589247
352,1.05,0.57,0.49507575177946234,-0.4201515035589247
755,2.05,0.57,0.49507575177946234,-0.4201515035589247
735,4.56,0.57,0.49507575177946234,-0.4201515035589247
969,1.57,0.57,0.49507575177946234,-0.4201515035589247
263,1.94,0.57,0.49507575177946234,-0.4201515035589247
760,4.34,0.57,0.49507575177946234,-0.4201515035589247
490,1.32,0.57,0.49507575177946234,-0.4201515035589247
569,0.0.5dev,0.06,0.23748684174075815,-0.4149736834815163
172,0.1.9dev,0.06,0.23748684174075815,-0.4149736834815163
941,1.3,0.58,0.4935585071701228,-0.4071170143402456
445,0.8,0.58,0.4935585071701228,-0.4071170143402456
664,8.5.4alpha2,0.05,0.21794494717703355,-0.3858898943540671
292,0.1.1pre,0.05,0.21794494717703355,-0.3858898943540671
637,0.1.5pre,0.05,0.21794494717703355,-0.3858898943540671
991,0.3dev,0.04,0.19595917942265417,-0.35191835884530837
10,1.1.0_dev202111161464816818,0.03,0.1705872210923199,-0.31117444218463985
887,1.0.0-2,0.03,0.1705872210923198,-0.31117444218463963
516,12.4.13-0,0.03,0.1705872210923198,-0.31117444218463963
658,0.0.2a2.dev1,0.03,0.17058722109231977,-0.3111744421846395
293,0.1.20b287.dev0,0.03,0.17058722109231977,-0.3111744421846395
1,0.1.21b300.dev2,0.03,0.17058722109231977,-0.3111744421846395
342,0.1.23b4671.dev0,0.03,0.17058722109231977,-0.3111744421846395
493,2019.2.26.0,0.66,0.47370877129308087,-0.2874175425861617
904,2020.11.14.4,0.66,0.47370877129308087,-0.2874175425861617
47,2019.4.8.0,0.66,0.47370877129308087,-0.2874175425861617
306,2020.8.19.5,0.66,0.47370877129308087,-0.2874175425861617
894,2015.1.1.1,0.66,0.47370877129308087,-0.2874175425861617
479,2019.4.22.0,0.66,0.47370877129308087,-0.2874175425861617
5,2019.9.27.0,0.66,0.47370877129308087,-0.2874175425861617
716,2018.11.30.1,0.66,0.47370877129308087,-0.2874175425861617
324,2021.4.30.1,0.66,0.47370877129308087,-0.2874175425861617
269,12.0.20190605.0,0.67,0.47021271782034996,-0.2704254356406999
19,11.0.20180829.0,0.67,0.47021271782034996,-0.2704254356406999
434,15.0.20221107.0,0.67,0.47021271782034996,-0.2704254356406999
615,12.0.20190510.0,0.67,0.47021271782034996,-0.2704254356406999
928,15.0.20230116.0,0.67,0.47021271782034996,-0.2704254356406999
783,14.0.20220121.0,0.67,0.47021271782034996,-0.2704254356406999
866,2017.5.9.2002,0.68,0.4664761515876237,-0.2529523031752473
448,109.0.5414.74,0.68,0.4664761515876237,-0.2529523031752473
125,0.2017.1.13,0.7,0.4582575694955838,-0.2165151389911677
70,96.0.4664.35,0.7,0.4582575694955838,-0.2165151389911677
737,0.2020.1.20,0.7,0.4582575694955838,-0.2165151389911677
320,0.1.0.8,0.71,0.45376205218153687,-0.19752410436307377
525,1.1.4.4,0.71,0.45376205218153687,-0.19752410436307377
90,0.9.0.1472137761,0.71,0.45376205218153687,-0.19752410436307377
951,1.17.63.0,0.71,0.45376205218153687,-0.19752410436307377
892,1.3.0.5,0.71,0.45376205218153687,-0.19752410436307377
282,2.4.9.3,0.71,0.45376205218153687,-0.19752410436307377
935,0.9.16.4,0.71,0.45376205218153687,-0.19752410436307377
223,1.3.5.230109,0.71,0.45376205218153687,-0.19752410436307377
897,4.0.0.1,0.71,0.45376205218153687,-0.19752410436307377
300,0.3.20.1,0.71,0.45376205218153687,-0.19752410436307377
36,1.17.26.0,0.71,0.45376205218153687,-0.19752410436307377
995,0.3.10.3,0.71,0.45376205218153687,-0.19752410436307377
669,1.3.6.8,0.71,0.45376205218153687,-0.19752410436307377
151,4.0.0.3,0.71,0.45376205218153687,-0.19752410436307377
848,1.1.0.3,0.71,0.45376205218153687,-0.19752410436307377
275,3.15.0.4,0.71,0.45376205218153687,-0.19752410436307377
758,1.1.6.2,0.71,0.45376205218153687,-0.19752410436307377
115,4.6.6.4,0.71,0.45376205218153687,-0.19752410436307377
16,0.9.8.6,0.71,0.45376205218153687,-0.19752410436307377
76,0.0.7.2,0.71,0.45376205218153687,-0.19752410436307377
41,0.2.2.0,0.71,0.45376205218153687,-0.19752410436307377
560,1.16.36.0,0.71,0.45376205218153687,-0.19752410436307377
923,2.0.0.3,0.71,0.45376205218153687,-0.19752410436307377
53,0.0.4.0,0.71,0.45376205218153687,-0.19752410436307377
909,0.9.14.3,0.71,0.45376205218153687,-0.19752410436307377
100,1.16.59.0,0.71,0.45376205218153687,-0.19752410436307377
907,3.8.1.20230329082451,0.71,0.45376205218153687,-0.19752410436307377
67,1.23.1.0,0.71,0.45376205218153687,-0.19752410436307377
893,0.3.17.2,0.71,0.45376205218153687,-0.19752410436307377
360,1.14.26.0,0.71,0.45376205218153687,-0.19752410436307377
878,0.0.31.4,0.71,0.45376205218153687,-0.19752410436307377
815,2.11.0.2,0.71,0.45376205218153687,-0.19752410436307377
413,1.14.57.0,0.71,0.45376205218153687,-0.19752410436307377
113,0.8.2.4,0.71,0.45376205218153687,-0.19752410436307377
454,0.5.7.7,0.71,0.45376205218153687,-0.19752410436307377
654,0.2.8.0,0.71,0.45376205218153687,-0.19752410436307377
3,1.17.52.0,0.71,0.45376205218153687,-0.19752410436307377
987,0.0.6.4,0.71,0.45376205218153687,-0.19752410436307377
166,0.2.10.0,0.71,0.45376205218153687,-0.19752410436307377
273,0.5.8.2,0.71,0.45376205218153687,-0.19752410436307377
209,0.9.84.3,0.71,0.45376205218153687,-0.19752410436307377
710,1.12.37.0,0.71,0.45376205218153687,-0.19752410436307377
201,2.13.21.2,0.71,0.45376205218153687,-0.19752410436307377
71,0.8.0.1469054252,0.71,0.45376205218153687,-0.19752410436307377
246,2.3.6.9,0.71,0.45376205218153687,-0.19752410436307377
793,1.0.1.8,0.71,0.45376205218153687,-0.19752410436307377
983,1.12.17.0,0.71,0.45376205218153687,-0.19752410436307377
279,0.0.31.8,0.71,0.45376205218153687,-0.19752410436307377
169,0.3.3.2,0.71,0.45376205218153687,-0.19752410436307377
620,1.17.18.0,0.71,0.45376205218153687,-0.19752410436307377
752,0.8.0.1469056261,0.71,0.45376205218153687,-0.19752410436307377
226,1.10.2.1,0.71,0.45376205218153687,-0.19752410436307377
333,3.15.0.7,0.71,0.45376205218153687,-0.19752410436307377
692,0.2.7.1,0.71,0.45376205218153687,-0.19752410436307377
7,0.0.4.1,0.71,0.45376205218153687,-0.19752410436307377
158,1.9.1.2,0.71,0.45376205218153687,-0.19752410436307377
824,1.0-beta1,0.01,0.09949874371066199,-0.18899748742132397
879,0.1.0-rc2,0.01,0.09949874371066199,-0.18899748742132397
919,0.2.0_alpha.23,0.01,0.09949874371066199,-0.18899748742132397
506,0.99.2dev-384-2b73caca,0.01,0.09949874371066196,-0.1889974874213239
32,0.0.1rc51.post1,0.01,0.09949874371066195,-0.18899748742132388
160,5.3rc4.post1,0.01,0.09949874371066195,-0.18899748742132388
121,1.21.416.1002,0.72,0.44899888641287283,-0.1779977728257457
885,1.21.527.1111,0.72,0.44899888641287283,-0.1779977728257457
836,0.0.30.113,0.72,0.44899888641287283,-0.1779977728257457
446,0.0.30.129,0.72,0.44899888641287283,-0.1779977728257457
478,1.21.625.1023,0.72,0.44899888641287283,-0.1779977728257457
704,0.1.32.29,0.73,0.44395945760846256,-0.15791891521692514
627,4.1.28.25,0.73,0.44395945760846256,-0.15791891521692514
252,0.9.9.21,0.73,0.44395945760846256,-0.15791891521692514
689,0.1.0.11,0.73,0.44395945760846256,-0.15791891521692514
830,1.0.3.10,0.73,0.44395945760846256,-0.15791891521692514
473,0.0.30.73,0.73,0.44395945760846256,-0.15791891521692514
585,0.0.30.66,0.73,0.44395945760846256,-0.15791891521692514
707,0.1.32.30,0.73,0.44395945760846256,-0.15791891521692514
229,0.0.1.14,0.73,0.44395945760846256,-0.15791891521692514
321,0.1.2.14,0.73,0.44395945760846256,-0.15791891521692514
245,0.0.31.10,0.73,0.44395945760846256,-0.15791891521692514
864,0.0.30.35,0.73,0.44395945760846256,-0.15791891521692514
723,0.7.4.15,0.73,0.44395945760846256,-0.15791891521692514
500,4.0.30.25,0.73,0.44395945760846256,-0.15791891521692514
725,0.1.0a-20120508,0.0,0.0,0.0
346,1.0.0-beta,0.0,0.0,0.0
933,v0.1.8,0.0,0.0,0.0
571,1.0-rc1,0.0,0.0,0.0
171,1.0-rc-I.dev,0.0,0.0,0.0
190,0.0.0a2.post1,0.0,0.0,0.0
800,1.0-rc.dev,0.0,0.0,0.0
753,2.1.1.dev-r1327,0.0,0.0,0.0
818,0.1.2-a0,0.0,0.0,0.0
407,2023.6.1,0.83,0.3756327994198591,0.07873440116028174
271,2020.11.2,0.83,0.3756327994198591,0.07873440116028174
428,2021.11.6,0.83,0.3756327994198591,0.07873440116028174
998,2016.11.9,0.83,0.3756327994198591,0.07873440116028174
903,2022.9.5,0.83,0.3756327994198591,0.07873440116028174
761,2021.10.4,0.83,0.3756327994198591,0.07873440116028174
554,2018.4.1,0.83,0.3756327994198591,0.07873440116028174
993,2021.12.3,0.83,0.3756327994198591,0.07873440116028174
515,2022.6.4,0.83,0.3756327994198591,0.07873440116028174
362,2021.2.1,0.83,0.3756327994198591,0.07873440116028174
69,2022.7.1,0.83,0.3756327994198591,0.07873440116028174
114,2022.7.3,0.83,0.3756327994198591,0.07873440116028174
873,2022.1.8,0.83,0.3756327994198591,0.07873440116028174
608,2020.8.19,0.85,0.3570714214271429,0.13585715714571422
376,2021.10.10,0.85,0.3570714214271429,0.13585715714571422
280,2022.6.30,0.85,0.3570714214271429,0.13585715714571422
200,2022.7.27,0.85,0.3570714214271429,0.13585715714571422
118,2019.1.28,0.85,0.3570714214271429,0.13585715714571422
922,2021.2.23,0.85,0.3570714214271429,0.13585715714571422
552,2021.6.11,0.85,0.3570714214271429,0.13585715714571422
127,2022.6.15,0.85,0.3570714214271429,0.13585715714571422
665,2021.10.11,0.85,0.3570714214271429,0.13585715714571422
801,2022.5.23,0.85,0.3570714214271429,0.13585715714571422
450,2023.4.21,0.85,0.3570714214271429,0.13585715714571422
339,2016.11.16,0.85,0.3570714214271429,0.13585715714571422
66,2022.4.17,0.85,0.3570714214271429,0.13585715714571422
676,2022.7.24,0.85,0.3570714214271429,0.13585715714571422
12,2021.12.21,0.85,0.3570714214271429,0.13585715714571422
153,2017.5.12,0.85,0.3570714214271429,0.13585715714571422
37,2022.0.50,0.85,0.3570714214271429,0.13585715714571422
472,2018.11.15,0.85,0.3570714214271429,0.13585715714571422
144,1.2303.2,0.85,0.3570714214271427,0.13585715714571456
463,0.20180203.0,0.85,0.3570714214271427,0.13585715714571456
143,1.120.0,0.86,0.3469870314579494,0.16602593708410118
842,0.152.0,0.86,0.3469870314579494,0.16602593708410118
11,19.5.125698,0.88,0.3249615361854386,0.2300769276291228
227,11.0.20180124,0.88,0.3249615361854386,0.2300769276291228
314,10.0.20170523,0.88,0.3249615361854386,0.2300769276291228
572,18.12.6,0.89,0.31288975694324034,0.26422048611351934
266,39.0.3,0.89,0.31288975694324034,0.26422048611351934
291,12.1.3,0.89,0.31288975694324034,0.26422048611351934
592,21.4.0,0.89,0.31288975694324034,0.26422048611351934
522,50.0.1,0.89,0.31288975694324034,0.26422048611351934
683,5.58.21262,0.89,0.31288975694324034,0.26422048611351934
587,0.2.520968727,0.89,0.31288975694324034,0.26422048611351934
399,14.3.5,0.89,0.31288975694324034,0.26422048611351934
643,0.1.202005182115,0.89,0.31288975694324034,0.26422048611351934
261,38.3.0,0.89,0.31288975694324034,0.26422048611351934
484,23.2.0,0.89,0.31288975694324034,0.26422048611351934
381,99.0.2,0.89,0.31288975694324034,0.26422048611351934
253,16.5.4,0.89,0.31288975694324034,0.26422048611351934
539,51.1.0,0.89,0.31288975694324034,0.26422048611351934
926,10.6.4,0.89,0.31288975694324034,0.26422048611351934
661,4.1.56994,0.89,0.31288975694324034,0.26422048611351934
838,10.2.9,0.89,0.31288975694324034,0.26422048611351934
40,15.6.0,0.89,0.31288975694324034,0.26422048611351934
202,18.6.0,0.89,0.31288975694324034,0.26422048611351934
624,38.2.0,0.89,0.31288975694324034,0.26422048611351934
703,11.2.7,0.89,0.31288975694324034,0.26422048611351934
405,1.0.202305292304,0.89,0.31288975694324034,0.26422048611351934
25,47.3.1,0.89,0.31288975694324034,0.26422048611351934
850,0.1.118844,0.89,0.31288975694324034,0.26422048611351934
782,15.2.2,0.89,0.31288975694324034,0.26422048611351934
858,21.2.5,0.89,0.31288975694324034,0.26422048611351934
767,5.64.21284,0.89,0.31288975694324034,0.26422048611351934
247,4.1.48891,0.89,0.31288975694324034,0.26422048611351934
132,19.3.0,0.89,0.31288975694324034,0.26422048611351934
130,14.1.2,0.89,0.31288975694324034,0.26422048611351934
68,20.9.1,0.89,0.31288975694324034,0.26422048611351934
722,16.0.2,0.89,0.31288975694324034,0.26422048611351934
901,17.12.0,0.89,0.31288975694324034,0.26422048611351934
161,20.7.0,0.89,0.31288975694324034,0.26422048611351934
701,0.11.3718,0.9,0.2999999999999999,0.30000000000000027
103,1.29.108,0.9,0.2999999999999999,0.30000000000000027
659,0.11.3523,0.9,0.2999999999999999,0.30000000000000027
712,2.35.3,0.9,0.2999999999999999,0.30000000000000027
44,0.11.2247,0.9,0.2999999999999999,0.30000000000000027
687,3.18.2,0.9,0.2999999999999999,0.30000000000000027
238,0.85.4,0.9,0.2999999999999999,0.30000000000000027
359,0.10.1370,0.9,0.2999999999999999,0.30000000000000027
365,0.11.2411,0.9,0.2999999999999999,0.30000000000000027
237,0.11.2712,0.9,0.2999999999999999,0.30000000000000027
678,0.11.4699,0.9,0.2999999999999999,0.30000000000000027
433,0.11.3549,0.9,0.2999999999999999,0.30000000000000027
924,0.11.2814,0.9,0.2999999999999999,0.30000000000000027
686,0.10.418,0.9,0.2999999999999999,0.30000000000000027
207,2.18.9,0.9,0.2999999999999999,0.30000000000000027
729,1.64.3,0.9,0.2999999999999999,0.30000000000000027
208,0.11.2124,0.9,0.2999999999999999,0.30000000000000027
720,0.10.1019,0.9,0.2999999999999999,0.30000000000000027
921,0.11.5001,0.9,0.2999999999999999,0.30000000000000027
461,0.10.1112,0.9,0.2999999999999999,0.30000000000000027
474,0.11.4939,0.9,0.2999999999999999,0.30000000000000027
87,4.7.1599,0.9,0.2999999999999999,0.30000000000000027
791,0.11.1546,0.9,0.2999999999999999,0.30000000000000027
994,0.12.9,0.9,0.2999999999999999,0.30000000000000027
325,0.11.4073,0.9,0.2999999999999999,0.30000000000000027
861,0.79.3,0.9,0.2999999999999999,0.30000000000000027
513,0.99.5,0.9,0.2999999999999999,0.30000000000000027
281,0.11.4604,0.9,0.2999999999999999,0.30000000000000027
519,0.11.2167,0.9,0.2999999999999999,0.30000000000000027
677,0.11.3437,0.9,0.2999999999999999,0.30000000000000027
50,0.48.5,0.9,0.2999999999999999,0.30000000000000027
471,1.37.5,0.9,0.2999999999999999,0.30000000000000027
930,0.10.1122,0.9,0.2999999999999999,0.30000000000000027
182,0.11.3888,0.9,0.2999999999999999,0.30000000000000027
368,0.28.0,0.9,0.2999999999999999,0.30000000000000027
582,0.11.3242,0.9,0.2999999999999999,0.30000000000000027
456,0.11.2328,0.9,0.2999999999999999,0.30000000000000027
803,0.11.2716,0.9,0.2999999999999999,0.30000000000000027
641,2.40.5,0.9,0.2999999999999999,0.30000000000000027
388,2.35.5,0.9,0.2999999999999999,0.30000000000000027
872,0.45.7,0.9,0.2999999999999999,0.30000000000000027
81,0.11.3391,0.9,0.2999999999999999,0.30000000000000027
8,0.11.3827,0.9,0.2999999999999999,0.30000000000000027
84,0.66.3,0.9,0.2999999999999999,0.30000000000000027
315,0.11.3342,0.9,0.2999999999999999,0.30000000000000027
85,4.7.1605,0.9,0.2999999999999999,0.30000000000000027
779,0.66.4,0.9,0.2999999999999999,0.30000000000000027
780,0.11.4526,0.9,0.2999999999999999,0.30000000000000027
82,0.11.2007,0.9,0.2999999999999999,0.30000000000000027
600,0.11.1954,0.9,0.2999999999999999,0.30000000000000027
960,0.11.2786,0.9,0.2999999999999999,0.30000000000000027
159,0.71.8,0.9,0.2999999999999999,0.30000000000000027
609,0.11.2406,0.9,0.2999999999999999,0.30000000000000027
318,0.10.1423,0.9,0.2999999999999999,0.30000000000000027
75,2.36.2,0.9,0.2999999999999999,0.30000000000000027
612,0.11.4008,0.9,0.2999999999999999,0.30000000000000027
29,2.18.5,0.9,0.2999999999999999,0.30000000000000027
276,1.10.0001,0.9,0.2999999999999999,0.30000000000000027
617,0.11.4587,0.9,0.2999999999999999,0.30000000000000027
742,0.11.4745,0.9,0.2999999999999999,0.30000000000000027
886,0.10.918,0.9,0.2999999999999999,0.30000000000000027
255,0.47.4,0.9,0.2999999999999999,0.30000000000000027
834,0.11.4869,0.9,0.2999999999999999,0.30000000000000027
514,0.11.3697,0.9,0.2999999999999999,0.30000000000000027
373,3.11.7,0.9,0.2999999999999999,0.30000000000000027
319,0.11.1714,0.9,0.2999999999999999,0.30000000000000027
122,1.16.3,0.9,0.2999999999999999,0.30000000000000027
577,0.11.1675,0.9,0.2999999999999999,0.30000000000000027
442,1.14.9,0.9,0.2999999999999999,0.30000000000000027
535,0.10.1088,0.9,0.2999999999999999,0.30000000000000027
31,1.25.2,0.9,0.2999999999999999,0.30000000000000027
890,2.0.2997,0.9,0.2999999999999999,0.30000000000000027
236,1.13.6,0.9,0.2999999999999999,0.30000000000000027
958,1.48.1,0.9,0.2999999999999999,0.30000000000000027
187,0.11.3548,0.9,0.2999999999999999,0.30000000000000027
786,0.34.5,0.9,0.2999999999999999,0.30000000000000027
348,0.11.1547,0.9,0.2999999999999999,0.30000000000000027
502,1.80.0,0.9,0.2999999999999999,0.30000000000000027
191,0.21.0,0.9,0.2999999999999999,0.30000000000000027
181,0.10.777,0.9,0.2999999999999999,0.30000000000000027
338,0.11.3227,0.9,0.2999999999999999,0.30000000000000027
345,0.10.1162,0.9,0.2999999999999999,0.30000000000000027
910,0.11.1712,0.9,0.2999999999999999,0.30000000000000027
65,1.19.7,0.9,0.2999999999999999,0.30000000000000027
607,1.54.2,0.9,0.2999999999999999,0.30000000000000027
290,0.11.5326,0.9,0.2999999999999999,0.30000000000000027
288,0.11.2412,0.9,0.2999999999999999,0.30000000000000027
382,0.51.5,0.9,0.2999999999999999,0.30000000000000027
817,0.11.4137,0.9,0.2999999999999999,0.30000000000000027
533,1.23.7,0.9,0.2999999999999999,0.30000000000000027
284,0.11.3052,0.9,0.2999999999999999,0.30000000000000027
15,0.44.4,0.9,0.2999999999999999,0.30000000000000027
967,0.10.328,0.9,0.2999999999999999,0.30000000000000027
831,3.12.3,0.9,0.2999999999999999,0.30000000000000027
821,0.11.3959,0.9,0.2999999999999999,0.30000000000000027
546,1.20.4,0.9,0.2999999999999999,0.30000000000000027
565,0.40.3,0.9,0.2999999999999999,0.30000000000000027
563,0.11.1555,0.9,0.2999999999999999,0.30000000000000027
841,0.66.8,0.9,0.2999999999999999,0.30000000000000027
828,0.11.4390,0.9,0.2999999999999999,0.30000000000000027
968,0.10.1103,0.9,0.2999999999999999,0.30000000000000027
303,4.18.0,0.9,0.2999999999999999,0.30000000000000027
603,2.13.3,0.9,0.2999999999999999,0.30000000000000027
157,0.11.1991,0.9,0.2999999999999999,0.30000000000000027
853,0.11.2409,0.9,0.2999999999999999,0.30000000000000027
78,0.69.0,0.9,0.2999999999999999,0.30000000000000027
138,0.50.6,0.9,0.2999999999999999,0.30000000000000027
133,0.10.1061,0.9,0.2999999999999999,0.30000000000000027
397,3.34.3,0.9,0.2999999999999999,0.30000000000000027
203,1.39.0,0.9,0.2999999999999999,0.30000000000000027
193,1.22.9,0.9,0.2999999999999999,0.30000000000000027
743,0.93.5,0.9,0.2999999999999999,0.30000000000000027
459,1.63.0,0.9,0.2999999999999999,0.30000000000000027
475,3.12.1,0.9,0.2999999999999999,0.30000000000000027
997,6.48.0,0.9,0.2999999999999999,0.30000000000000027
241,0.11.3374,0.9,0.2999999999999999,0.30000000000000027
425,0.11.4387,0.9,0.2999999999999999,0.30000000000000027
59,1.24.4,0.9,0.2999999999999999,0.30000000000000027
731,9.38.1,0.9,0.2999999999999999,0.30000000000000027
215,2.0.2998,0.9,0.2999999999999999,0.30000000000000027
398,0.10.1223,0.9,0.2999999999999999,0.30000000000000027
992,0.71.9,0.9,0.2999999999999999,0.30000000000000027
74,0.0.693,0.91,0.28618176042508353,0.33763647914983297
854,0.0.490,0.91,0.28618176042508353,0.33763647914983297
485,0.1.261,0.91,0.28618176042508353,0.33763647914983297
330,4.7.3,0.91,0.28618176042508353,0.33763647914983297
304,0.0.232,0.91,0.28618176042508353,0.33763647914983297
305,0.0.783,0.91,0.28618176042508353,0.33763647914983297
940,2.0.123,0.91,0.28618176042508353,0.33763647914983297
369,0.1.435,0.91,0.28618176042508353,0.33763647914983297
262,0.1.303,0.91,0.28618176042508353,0.33763647914983297
33,0.3.161,0.91,0.28618176042508353,0.33763647914983297
929,2.0.111,0.91,0.28618176042508353,0.33763647914983297
548,3.0.380,0.91,0.28618176042508353,0.33763647914983297
881,3.0.340,0.91,0.28618176042508353,0.33763647914983297
310,8.3.1,0.91,0.28618176042508353,0.33763647914983297
347,3.0.722,0.91,0.28618176042508353,0.33763647914983297
953,3.0.588,0.91,0.28618176042508353,0.33763647914983297
705,0.0.541,0.91,0.28618176042508353,0.33763647914983297
424,1.1.114,0.91,0.28618176042508353,0.33763647914983297
606,3.0.687,0.91,0.28618176042508353,0.33763647914983297
628,0.8.125,0.91,0.28618176042508353,0.33763647914983297
258,5.1.6,0.91,0.28618176042508353,0.33763647914983297
714,0.0.276,0.91,0.28618176042508353,0.33763647914983297
989,0.0.625,0.91,0.28618176042508353,0.33763647914983297
734,1.1.157,0.91,0.28618176042508353,0.33763647914983297
715,0.0.475,0.91,0.28618176042508353,0.33763647914983297
730,0.0.184,0.91,0.28618176042508353,0.33763647914983297
631,0.0.305,0.91,0.28618176042508353,0.33763647914983297
633,3.0.682,0.91,0.28618176042508353,0.33763647914983297
437,3.4.8,0.91,0.28618176042508353,0.33763647914983297
667,6.6.0,0.91,0.28618176042508353,0.33763647914983297
460,0.0.250,0.91,0.28618176042508353,0.33763647914983297
416,3.0.847,0.91,0.28618176042508353,0.33763647914983297
583,2.0.279,0.91,0.28618176042508353,0.33763647914983297
170,6.2.3,0.91,0.28618176042508353,0.33763647914983297
289,3.0.408,0.91,0.28618176042508353,0.33763647914983297
985,0.0.318,0.91,0.28618176042508353,0.33763647914983297
984,1.0.222,0.91,0.28618176042508353,0.33763647914983297
177,3.0.843,0.91,0.28618176042508353,0.33763647914983297
537,3.0.2,0.91,0.28618176042508353,0.33763647914983297
384,3.0.330,0.91,0.28618176042508353,0.33763647914983297
20,0.0.829,0.91,0.28618176042508353,0.33763647914983297
776,8.1.2,0.91,0.28618176042508353,0.33763647914983297
981,1.1.280,0.91,0.28618176042508353,0.33763647914983297
394,1.3.100,0.91,0.28618176042508353,0.33763647914983297
210,7.0.7,0.91,0.28618176042508353,0.33763647914983297
816,3.0.338,0.91,0.28618176042508353,0.33763647914983297
679,0.1.115,0.91,0.28618176042508353,0.33763647914983297
680,5.1.3,0.91,0.28618176042508353,0.33763647914983297
